path,title,extracted_at,non_page_by_convention,word_count,heading_count,heading_max_depth,code_fence_count,code_block_density,internal_link_count,todo_flag,days_since_update,days_since_update_raw,age_days,median_line_age_days,last_update_commit_msg,commit_count,author_count,flesch_reading_ease,words_per_heading,staleness_to_age_ratio
content/en/docs/concepts/scheduling-eviction/pod-overhead.md,Pod Overhead,2026-08-19T07:42:44.190519+00:00,False,738,5,3,13,17.62,5,False,860,860,2536,2337,"Explain RuntimeClass name in Pod Overhead concept (#45454)
",23,17,50.64,147.6,0.34
content/en/docs/concepts/scheduling-eviction/pod-priority-preemption.md,Pod Priority and Preemption,2026-08-19T07:42:44.190519+00:00,False,2462,21,4,3,1.22,12,False,575,575,3246,2944,"Drop stale reviewers
",66,45,49.53,117.24,0.18
content/en/docs/concepts/scheduling-eviction/pod-scheduling-readiness.md,Pod Scheduling Readiness,2026-08-19T07:42:44.190519+00:00,False,487,5,2,7,14.37,0,False,910,910,1385,1385,"promote feature PodSchedulingReadiness to stable
",13,7,55.46,97.4,0.66
content/en/docs/concepts/scheduling-eviction/podgroup-scheduling.md,PodGroup Scheduling,2026-08-19T07:42:44.190519+00:00,False,1159,11,3,1,0.86,8,False,65,65,174,174,"Fix typos in manual documentation pages
",4,4,39.35,105.36,0.37
content/en/docs/concepts/scheduling-eviction/resource-bin-packing.md,Resource Bin Packing,2026-08-19T07:42:44.190519+00:00,False,686,5,3,12,17.49,8,False,88,88,2538,2101,"Address review: clarify scheduler does not move existing pods
",27,20,48.21,137.2,0.03
content/en/docs/concepts/scheduling-eviction/scheduler-perf-tuning.md,Scheduler Performance Tuning,2026-08-19T07:42:44.190519+00:00,False,1143,8,3,4,3.5,7,False,173,173,2882,2414,"Opportunistic Batching feature docs update for 1.36
",28,17,57.54,142.88,0.06
content/en/docs/concepts/scheduling-eviction/scheduling-framework.md,Scheduling Framework,2026-08-19T07:42:44.190519+00:00,False,1581,21,4,3,1.9,4,False,411,411,2626,2337,"KEP-4247: Graduate SchedulerQueueingHints feature to GA
",39,24,57.6,75.29,0.16
content/en/docs/concepts/scheduling-eviction/taint-and-toleration.md,Taints and Tolerations,2026-08-19T07:42:44.190519+00:00,False,2437,7,2,10,4.1,14,False,190,190,3288,2474,"fix incorrect definition of Gt & Lt operators in taints % tolerations
",86,58,54.91,348.14,0.06
content/en/docs/concepts/scheduling-eviction/topology-aware-scheduling.md,Topology-Aware Workload Scheduling,2026-08-19T07:42:44.190519+00:00,False,276,3,3,1,3.62,4,False,46,46,141,141,"docs: fix grammar in topology-aware scheduling concept page
",2,2,41.43,92.0,0.33
content/en/docs/concepts/scheduling-eviction/topology-spread-constraints.md,Pod Topology Spread Constraints,2026-08-19T07:42:44.190519+00:00,False,3371,17,4,7,2.08,14,False,296,296,2537,1561,"Remove node label typo section per reviewer feedback
",96,49,48.51,198.29,0.12
content/en/docs/concepts/scheduling-eviction/workload-aware-preemption.md,Workload-Aware Preemption,2026-08-19T07:42:44.190519+00:00,False,379,2,2,0,0.0,9,False,173,173,173,173,"KEP-5710: Update scheduler docs for workload aware preemption
",1,1,43.3,189.5,1.0
content/en/docs/concepts/security/_index.md,"""Security""",2026-08-19T07:42:44.190519+00:00,False,616,9,3,0,0.0,24,False,561,561,2637,1060,"Add a new page for mutating webhook good practices.
",10,7,19.36,68.44,0.21
content/en/docs/concepts/security/api-server-bypass-risks.md,Kubernetes API Server Bypass Risks,2026-08-19T07:42:44.190519+00:00,False,1242,8,3,0,0.0,7,False,202,202,1467,1467,"Strengthen and clarify nodes/proxy warnings
",6,6,46.58,155.25,0.14
content/en/docs/concepts/security/application-security-checklist.md,Application Security Checklist,2026-08-19T07:42:44.190519+00:00,False,791,11,3,0,0.0,8,False,651,651,829,652,"Fix a clause about request/limit in app-security-checklist
",3,2,34.44,71.91,0.79
content/en/docs/concepts/security/cloud-native-security.md,"""Cloud Native Security and Kubernetes""",2026-08-19T07:42:44.190519+00:00,False,1310,13,3,0,0.0,23,False,270,270,2637,927,"Remove hyphen for end users of the CNCF ecosystem.
",16,8,30.28,100.77,0.1
content/en/docs/concepts/security/controlling-access.md,Controlling Access to the Kubernetes API,2026-08-19T07:42:44.190519+00:00,False,956,6,2,2,2.09,21,False,1174,1174,3842,2299,"Tweak line wrappings in /services-networking/ingress.md
",69,46,37.11,159.33,0.31
content/en/docs/concepts/security/hardening-guide/authentication-mechanisms.md,Hardening Guide - Authentication Mechanisms,2026-08-19T07:42:44.190519+00:00,False,1189,9,2,0,0.0,11,False,644,644,1104,1095,"Add reference to authentication-mechanisms.md
",7,3,24.07,132.11,0.58
content/en/docs/concepts/security/hardening-guide/dynamic-resource-allocation.md,"""Hardening Guide - Dynamic Resource Allocation""",2026-08-19T07:42:44.190519+00:00,False,276,8,3,3,10.87,4,False,133,133,133,133,"update with tim suggestions
",1,1,30.65,34.5,1.0
content/en/docs/concepts/security/hardening-guide/scheduler.md,"""Hardening Guide - Scheduler Configuration""",2026-08-19T07:42:44.190519+00:00,False,672,7,3,1,1.49,4,False,181,181,920,920,"Fix some links in the En docs
",3,3,45.97,96.0,0.2
content/en/docs/concepts/security/linux-kernel-security-constraints.md,Linux kernel security constraints for Pods and containers,2026-08-19T07:42:44.190519+00:00,False,1879,14,4,0,0.0,14,False,700,700,868,868,"Add dedicated seccomp node reference
",3,2,35.43,134.21,0.81
content/en/docs/concepts/security/linux-security.md,Security For Linux Nodes,2026-08-19T07:42:44.190519+00:00,False,118,1,2,0,0.0,3,False,422,422,1638,422,"Add a linux-security doc entry
",6,5,46.34,118.0,0.26
content/en/docs/concepts/security/multi-tenancy.md,Multi-tenancy,2026-08-19T07:42:44.190519+00:00,False,4245,23,3,0,0.0,15,False,453,453,1547,1443,"Drop links to third-party projects from multi-tenancy page
",17,15,34.5,184.57,0.29
content/en/docs/concepts/security/pod-security-admission.md,Pod Security Admission,2026-08-19T07:42:44.190519+00:00,False,753,7,3,1,1.33,13,False,894,894,1863,1863,"AppArmor v1.30 docs update
",24,15,33.71,107.57,0.48
content/en/docs/concepts/security/pod-security-policy.md,Pod Security Policies,2026-08-19T07:42:44.190519+00:00,False,88,0,0,0,0.0,4,False,1382,1382,3637,1566,"Tweak page about PSP removal
",121,72,17.23,,0.38
content/en/docs/concepts/security/pod-security-standards.md,Pod Security Standards,2026-08-19T07:42:44.190519+00:00,False,1628,14,4,0,0.0,6,False,377,377,2296,1864,"nit-fix: Add empty value for host field in probes PSA
",51,28,36.37,116.29,0.16
content/en/docs/concepts/security/rbac-good-practices.md,Role Based Access Control Good Practices,2026-08-19T07:42:44.190519+00:00,False,1616,20,3,0,0.0,13,False,90,90,1597,1597,"Clarify nodes/proxy access to privileged kubelet APIs
",26,17,36.42,80.8,0.06
content/en/docs/concepts/security/secrets-good-practices.md,Good practices for Kubernetes Secrets,2026-08-19T07:42:44.190519+00:00,False,641,11,4,0,0.0,4,False,422,422,1462,1462,"secrets-good-practices.md to include a reference to swap best practices
",14,6,34.29,58.27,0.29
content/en/docs/concepts/security/security-checklist.md,Security Checklist,2026-08-19T07:42:44.190519+00:00,False,2718,13,4,0,0.0,56,False,536,536,1544,1544,"Update security-checklist.md
",27,11,38.91,209.08,0.35
content/en/docs/concepts/security/service-accounts.md,Service Accounts,2026-08-19T07:42:44.190519+00:00,False,2234,14,4,1,0.45,26,False,155,155,1352,1352,"Add documentation for ServiceAccountNodeAudienceRestriction feature
",15,11,40.26,159.57,0.11
content/en/docs/concepts/security/windows-security.md,Security For Windows Nodes,2026-08-19T07:42:44.190519+00:00,False,235,3,2,0,0.0,5,False,1522,1522,1638,1638,"Batch fix links (3)
",4,4,26.77,78.33,0.93
content/en/docs/concepts/services-networking/_index.md,"""Services, Load Balancing, and Networking""",2026-08-19T07:42:44.190519+00:00,False,687,2,2,0,0.0,17,False,147,147,3027,705,"fix what's next content
",17,12,34.36,343.5,0.05
content/en/docs/concepts/services-networking/cluster-ip-allocation.md,Service ClusterIP allocation,2026-08-19T07:42:44.190519+00:00,False,580,8,3,1,1.72,4,False,663,663,1568,1397,"Update cluster-ip-allocation.md
",8,4,58.47,72.5,0.42
content/en/docs/concepts/services-networking/dns-pod-service.md,DNS for Services and Pods,2026-08-19T07:42:44.190519+00:00,False,1849,14,3,10,5.41,5,False,386,386,3842,2020,"Add documentation for the HostnameOverride Feature Gate
",130,94,65.48,132.07,0.1
content/en/docs/concepts/services-networking/dual-stack.md,IPv4/IPv6 dual-stack,2026-08-19T07:42:44.190519+00:00,False,1308,13,4,6,4.59,8,False,798,798,2535,2122,"Fix references in IPv4/IPv6 dual-stack
",38,25,48.74,100.62,0.31
content/en/docs/concepts/services-networking/endpoint-slices.md,EndpointSlices,2026-08-19T07:42:44.190519+00:00,False,1182,13,4,1,0.85,4,False,422,422,2535,2212,"Improve glossary entry for EndpointSlice
",41,25,51.15,90.92,0.17
content/en/docs/concepts/services-networking/gateway.md,Gateway API,2026-08-19T07:42:44.190519+00:00,False,1296,10,3,5,3.86,5,False,41,41,1034,1034,"Fix GRPCRoute reference link
",14,14,38.06,129.6,0.04
